date,liberal,liberal_strength,liberal_file,liberal_title,conservative,conservative_strength,conservative_file,conservative_title
2012-01-15,3021,0.45510193302477475,547bdb97306ba271655aeb47,Huntsman Says He's Quitting G.O.P. Race,0,0,,
2012-01-16,1133,2.569214011483421,547be2a4306ba271655aed21,Governor Who Took On Unions May Face a Closely Watched Recall Election,137,1.8636939853064818,547bd768306ba271270122a8,Huntsman Campaign Tries to Wipe Romney Slate Clean
2012-01-17,0,0,,,479713,2.7281685707664605,547bd9a1306ba27127012335,"Obama's Jobs Record, Up for Twitter Debate"
2012-01-18,0,0,,,46,1.0506006484324493,547be5c4306ba271dff65d3e,Gingrich Says His Tax Rate Was 31 Percent
2012-01-19,0,0,,,1831,1.8018747127695502,547be151306ba271655aecc4,Perry Ends Bid for Presidency
2012-01-20,0,0,,,379,2.2386737540839574,547bd91a306ba27127012314,Overmisunderestimating Rick Perry
2012-01-21,15,0.2910029070739203,547bd97c306ba2712701232f,"The G.O.P. Campaign, at a Fever Pitch",275,5.652760448942507,547bdf96306ba271655aec4f,"With Hours to Decide, Few Are Willing to Commit"
2012-01-22,0,0,,,947,1.219318647681716,547bdc37306ba271655aeb6d,Upset by Gingrich Shifts G.O.P. Campaign
2012-01-23,0,0,,,195,0.6936021580150701,547be6b1306ba271dff65d79,Romney Adds a Top Debate Coach
2012-01-24,479066,0.28086966161427646,547bdec7306ba271655aec18,India Objects to Leno Joke About Sikh Shrine,42,0.4738890851386728,547be6b5306ba271dff65d80,"Rubio Stays Neutral, but Defends Romney"
2012-01-25,0,0,,,149,1.3406617648976282,547bd767306ba271270122a7,State of the Republicans
2012-01-26,0,0,,,182,2.1505619773543603,547be3c7306ba271655aed69,Gingrich Insurgency Tests Party's Old Guard
2012-01-27,1071,0.30159821184560986,547be372306ba271655aed50,Romney Paid More Than He Owed,17,0.7870479648960442,547be096306ba271655aec94,"At Retreat, Biden Rallies House Democrats"
2012-01-28,0,0,,,148,1.7182656916901207,547be003306ba271655aec68,No More Nice Guys: Fans Love 'Nuclear Newt'
2012-01-29,36,0.1445085992825208,547be66c306ba271dff65d6a,A Pro's Tip Sheet: Justin Sayfie's Guide to Florida Politics,58,1.2290397486467117,547be1c4306ba271655aece5,Marco Rubio Won t Be V.P.
2012-01-30,0,0,,,940,2.301316567707096,547be231306ba271655aed01,Obama and Romney Campaigns Adopt Square for Funding
2012-01-31,312,0.10228569332246168,547bd766306ba271270122a6,Axelrod's Venue for Romney Barbs,264,3.073048801606734,547bd69e306ba27127012279,92 Percent of Ads in Florida Were Negative
2012-02-01,479066,0.15512272322477694,547bde9e306ba271655aec0d,"Going Negative: In Florida, a Sea of Attack Ads",1265,2.706610078318173,547be3ec306ba271655aed6c,Who&#8217;s Tough Enough?
2012-02-02,0,0,,,0,0,,
2012-02-03,0,0,,,17,1.4375597472188875,547bdef1306ba271655aec22,Gears Grind as Gingrich Shifts to Nevada
2012-02-04,297,0.4799757865536677,547be3c2306ba271655aed61,An Appeal To Readers: Help Solve a 'Super PAC' Puzzle,66,1.6445430424618053,547bde9f306ba271655aec0f,"In Las Vegas, Making Sure the Caucuses Accommodate"
2012-02-05,0,0,,,809,0.7090087197542029,547be4d9306ba271dff65d05,"The 2016 Election, Already Upon Us"
2012-02-06,0,0,,,287,1.775075828306463,547be150306ba271655aecc3,The Flub Watch Never Stops for Obama's Team
2012-02-07,0,0,,,0,0,,
2012-02-08,0,0,,,30,1.494072646290954,547bda1d306ba27127012358,"Gingrich Focuses on Ohio, Hoping for Eventual Payoff on Super Tuesday"
2012-02-09,0,0,,,26,0.2859736636970591,547bdbca306ba271655aeb56,"Buoyed by 3 Victories, Santorum Campaign Sets Ambitious New Goals"
2012-02-10,0,0,,,718,1.2153484442292302,547bdb76306ba271655aeb43,The Crowd Pleaser
2012-02-11,0,0,,,278,0.6019103018744456,547bdef2306ba271655aec23,"When Cars Meet Politics, a Clash"
2012-02-12,0,0,,,34,1.38600555099997,547bd80b306ba271270122d4,"At Conservatives  Event, Palin Aims at President"
2012-02-13,0,0,,,10067,0.4374859927299959,547be070306ba271655aec87,Severe Conservative Syndrome
2012-02-14,0,0,,,573,2.377207071923507,547bd795306ba271270122b6,Five Questions for Jill Stein of the Green Party
2012-02-15,0,0,,,164,2.5225643669241826,547be105306ba271655aecb0,David's Awesome Tie Story
2012-02-16,0,0,,,162,1.3671381665075553,547be3ee306ba271655aed71,"Conservative Pundits Find Romney Disengaged, and Say That s Puzzling"
2012-02-17,0,0,,,0,0,,
2012-02-18,0,0,,,125,2.2839495181005693,547bde58306ba271655aebff,"Harry C. McPherson, a Presidential Counsel, Dies at 82"
2012-02-19,0,0,,,0,0,,
2012-02-20,0,0,,,2131,2.9338606775593594,547bdfb8306ba271655aec55,How to Get the Rich to Share the Marbles
2012-02-21,133,0.17366587747730877,547bdde5306ba271655aebe3,"For Russia, a New Kind of Presidential Candidate: A Billionaire",105,0.268768890150929,547be1c0306ba271655aece0,Republican Candidates See Opening on Israel and Iran
2012-02-22,0,0,,,8,1.3448015526791284,547be2ca306ba271655aed2e,Gingrich Goes to the Video on Energy
2012-02-23,0,0,,,11,0.9396792803158066,547bd6ef306ba2712701228e,"New Santorum Ad, With a Few Omissions"
2012-02-24,0,0,,,72,1.5500882024295166,547be3c7306ba271655aed68,A Group to Counter Anti-Islam Sentiment
2012-02-25,0,0,,,1414,1.8283495568894963,547be319306ba271655aed3f,A Revolutionary Idea
2012-02-26,0,0,,,514,0.23776498277855485,547be3a1306ba271655aed5e,A Million Jobs
2012-02-27,0,0,,,211,2.550354125537693,547bd9f3306ba2712701234e,"Santorum Calls Obama a ""Snob"" for Promoting Higher Education"
2012-02-28,0,0,,,215,4.923376389096301,547be2a5306ba271655aed24,When Santorum Talks About Church and State
2012-02-29,0,0,,,163,1.2328392060417748,547bdbee306ba271655aeb5d,Romney Admits Mistakes as Michigan Votes in Crucial Primary
2012-03-01,0,0,,,87,0.49770129473375024,547bd73e306ba2712701229c,G.O.P. Fight Moves to Super Tuesday Battlegrounds
2012-03-02,0,0,,,0,0,,
2012-03-03,0,0,,,0,0,,
2012-03-04,479070,2.0349597021947954,547bdeca306ba271655aec19,Super PAC! Super Bad!,10,1.2331813293759335,547bd973306ba27127012328,Santorum Makes an Appeal to Conservatives in the South
2012-03-05,0,0,,,354,0.40874243106285224,547be574306ba271dff65d30,"2012  Presidential Race Is 'the Worst I've Ever Seen,' Barbara Bush Says"
2012-03-06,609,0.8632242548420155,547bdd29306ba271655aebb0,A Guide to Super Tuesday Possibilities,225,6.243256365550327,547bdba1306ba271655aeb4e,Romney and Santorum Vie for Blue-Collar Vote
2012-03-07,0,0,,,231,0.9674934254637058,547bd8f5306ba27127012312,Santorum and Romney Court Blue-Collar Voters in Ohio
2012-03-08,0,0,,,3096,2.2767538133670406,547bdeca306ba271655aec1b,Dogging Mitt Romney
2012-03-09,297,0.8795771730728312,547bd7bd306ba271270122bf,Romney Hears Echoes of a Bush's Struggle,0,0,,
2012-03-10,0,0,,,2,0.9704884632552209,547be5c2306ba271dff65d3b,A Candidate&#8217;s Character
2012-03-11,0,0,,,292,3.8741109043674964,547bdc40306ba271655aeb76,Santorum Wins in Kansas Caucuses
2012-03-12,0,0,,,121,0.2583217831798519,547bdc63306ba271655aeb7c,Rivals Call Romney a Weak Choice for G.O.P. Nomination
2012-03-13,0,0,,,177,2.687621991457414,547be12f306ba271655aecc0,Wait. Wasn't Obama Winning?
2012-03-14,958133,0.8498112905810327,547bde31306ba271655aebf5,"Afghanistan: A Massacre, Then Questions",18721,2.31252434268318,547be4fd306ba271dff65d0e,Don t Tread on Us
2012-03-15,0,0,,,339,1.1960282752186655,547bde7e306ba271655aec0c,Gingrich Tangles With Obama on Gas Prices
2012-03-16,141,0.09818852519086851,547bd808306ba271270122d2,Early Glimpse of Missouri Caucuses Shows Support for Santorum,0,0,,
2012-03-17,254,0.15732018609681653,547bdbf0306ba271655aeb60,"In Missouri, the G.O.P. Fight for Delegates Enters Round 2 (Post-Beauty Contest)",795,0.8877047171140163,547bdc3a306ba271655aeb71,Disruption Closes a Missouri Caucus Before Vote
2012-03-18,0,0,,,0,0,,
2012-03-19,0,0,,,442,1.6351695165370537,547bd82f306ba271270122db,Santorum Waves Away Economics
2012-03-20,0,0,,,1476,3.415412280492718,547bd71d306ba27127012299,Santorum Writings Voice Strikingly Consistent Views
2012-03-21,0,0,,,1372,0.3528704660027784,547bdb97306ba271655aeb46,Romney Wins by Wide Margin in Illinois Primary
2012-03-22,0,0,,,284,1.551829802858362,547bd8cb306ba27127012304, Etch A Sketch  Remark a Rare Misstep for Romney Adviser
2012-03-23,0,0,,,128,1.0552430931477859,547bde52306ba271655aebf9,Crisis in Toulouse Alters French Presidential Campaign
2012-03-24,0,0,,,0,0,,
2012-03-25,0,0,,,0,0,,
2012-03-26,308,1.5084429089213909,547be27e306ba271655aed15,Models Based on 'Fundamentals' Have Failed at Predicting Presidential Elections,326,0.12023820629945386,547bdc15306ba271655aeb6a,The Renegade Republicans
2012-03-27,0,0,,,43,0.8688808762622207,547be2f1306ba271655aed35,"Gingrich Trims Staff, Focusing on Convention"
2012-03-28,0,0,,,1204,1.2052764355144188,547bdce3306ba271655aeb9c,Strength and Weakness in Ron Paul s Campaign
2012-03-29,0,0,,,33,1.7778435461773434,547bd716306ba27127012294,"Amid Jelly Beans, Santorum Wraps Himself in Mantle of Reagan"
2012-03-30,0,0.35050879236766197,,,130,2.2552951296161483,547bd87a306ba271270122ef,Paul Ryan Endorses Romney for President
2012-03-31,0,0,,,776,1.1155095984456005,547be341306ba271655aed47,Time to Elect the Worst Idea
2012-04-01,0,0,,,0,0,,
2012-04-02,144,0.25603418492937435,547bdf97306ba271655aec51,"For Santorum, Hope That Voters See Message as Pins Go Flying",0,0,,
2012-04-03,0,0,,,36,0.4980843077707876,547bd6ee306ba2712701228d,Santorum Takes Defiant Stance in Pennsylvania Speech
2012-04-04,0,0,,,66,0.27448938070918494,547bd922306ba27127012319,"Goodbye, Primaries. Hello, Election."
2012-04-05,479232,1.9900156306392804,547bdef5306ba271655aec27,Obama vs. Romney on Fiscal Issues,16,0.18042017485694195,547bd73f306ba2712701229e,Romney Says Santorum Should Win His Home State
2012-04-06,297,1.561569046514118,547bdcad306ba271655aeb90,Delegates Up for Grabs In Primary in New York,34,0.3705083826680562,547bdb6d306ba271655aeb3c,Delegates Up for Grabs In Primary in New York
2012-04-07,0,0,,,0,0,,
2012-04-08,0,0,,,320,0.8787047088569145,547bd8a6306ba271270122fe,Romney the Centrist Peeks Out
2012-04-09,0,0,,,18,1.5594767347198897,547bdd51306ba271655aebbb," Super PAC,  Eyeing General Election, Aims Blitz at Obama"
2012-04-10,0,0,,,28899,2.465691313597361,547bd94b306ba27127012321,Santorum Suspends Presidential Campaign
2012-04-11,0,0,,,4583,1.0957685234156527,547be19f306ba271655aecde,"Santorum Quits Race, Clearing a Path for Romney"
2012-04-12,0,0,,,767,2.5436943228417337,547bdbee306ba271655aeb5c,"Santorum Out, Evangelicals Edge Closer to Romney, but Warily"
2012-04-13,0,0,,,2378,0.3551856803880973,547be418306ba271655aed7b,Collision Over Roles of Women Sets Off Combative Debate Along the Trail
2012-04-14,0,0,,,0,0,,
2012-04-15,0,0,,,5218,1.3400364302781442,547be02c306ba271655aec77,Working and Women
2012-04-16,0,0,,,0,0,,
2012-04-17,0,0,,,722,1.2335513298446925,547be0b9306ba271655aec9a,Aides Play Down Romney's Talk on Taxes for Wealthy
2012-04-18,0,0,,,3507,1.4415127471606743,547be462306ba271655aed91,One for the Country
2012-04-19,293,0.22273678853980583,547bdd50306ba271655aebb7,Voters in Ohio Feeling Uneasy About Choices,5201,2.74178977863836,547be5c2306ba271dff65d3c,"Focus, People!"
2012-04-20,0,0,,,16,0.8671007451340905,547be621306ba271dff65d58,Ann Romney's 'Choice'
2012-04-21,0,0,,,102,1.8702728324965603,547bd7bb306ba271270122bc,Romney Set to Merge Staff With National Committee
