date,liberal,liberal_strength,liberal_file,liberal_title,conservative,conservative_strength,conservative_file,conservative_title
2011-04-24,0,0,,,0,0,,
2011-04-25,65,1.3593751734898922,547d7c48503b0b266760bcfb,"Was SB1070 A Success For Arizona? Pearce Claims U-Haul Rentals Prove It Was. Problem Is, He's Lying.",0,0,,
2011-04-26,0,0,,,0,0,,
2011-04-27,0,0,,,0,0,,
2011-04-28,0,0,,,0,0,,
2011-04-29,0,0,,,0,0,,
2011-04-30,0,0,,,0,0,,
2011-05-01,0,0,,,0,0,,
2011-05-02,0,0,,,0,0,,
2011-05-03,0,0,,,0,0,,
2011-05-04,0,0,,,0,0,,
2011-05-05,0,0,,,0,0,,
2011-05-06,0,0,,,0,0,,
2011-05-07,0,0,,,0,0,,
2011-05-08,0,0,,,0,0,,
2011-05-09,0,0,,,0,0,,
2011-05-10,51,1.034663318364637,547d7b92503b0b266760bbce,President Obama Lays Out Plans For Immigration Reform,0,0,,
2011-05-11,83,1.0242305779270042,547d7c4a503b0b266760bcfd,Harry Reid And Senate Democrats To Reintroduce The Dream Act,0,0,,
2011-05-12,0,0,,,0,0,,
2011-05-13,798,1.747461897873141,547d7bb7503b0b266760bc12,Right-wingers' Panties Get In A Knot Over Obama Calling Them Out On Immigration -- Especially Because Every Word Was True,0,0,,
2011-05-14,0,0,,,0,0,,
2011-05-15,0,0,,,0,0,,
2011-05-16,0,0,,,0,0,,
2011-05-17,0,0,,,0,0,,
2011-05-18,0,0,,,0,0,,
2011-05-19,189,1.441959823110639,547d7c20503b0b266760bcbf,Maryland Leads The Way By Passing Its Own DREAM Act -- And Exposing The Hollowness Of The Right,0,0,,
2011-05-20,0,0,,,0,0,,
2011-05-21,0,0,,,0,0,,
2011-05-22,0,0,,,0,0,,
2011-05-23,0,0,,,0,0,,
2011-05-24,0,0,,,0,0,,
2011-05-25,0,0,,,0,0,,
2011-05-26,0,0,,,0,0,,
2011-05-27,0,0,,,0,0,,
2011-05-28,0,0,,,0,0,,
2011-05-29,0,0,,,0,0,,
2011-05-30,0,0,,,0,0,,
2011-05-31,0,0,,,0,0,,
2011-06-01,0,0,,,0,0,,
2011-06-02,0,0,,,0,0,,
2011-06-03,0,0,,,0,0,,
2011-06-04,0,0,,,0,0,,
2011-06-05,0,0,,,0,0,,
2011-06-06,0,0,,,0,0,,
2011-06-07,0,0,,,0,0,,
2011-06-08,0,0,,,0,0,,
2011-06-09,0,0,,,0,0,,
2011-06-10,0,0,,,0,0,,
2011-06-11,57,1.3580951538712167,547d7c09503b0b266760bc99,Pelosi: Secure Communities Program A 'Waste Of Taxpayer Money',0,0,,
2011-06-12,0,0,,,0,0,,
2011-06-13,0,0,,,0,0,,
2011-06-14,0,0,,,0,0,,
2011-06-15,0,0,,,0,0,,
2011-06-16,0,0,,,0,0,,
2011-06-17,421,1.986390105073328,547d7bbc503b0b266760bc19,"Texas Tea Party Leader, Rebecca Forrester Says There Are Too Many Hispanics In Legislature To Crack Down On Illegal Immigration",0,0,,
2011-06-18,0,0,,,0,0,,
2011-06-19,0,0,,,0,0,,
2011-06-20,0,0,,,0,0,,
2011-06-21,0,0,,,0,0,,
2011-06-22,0,0,,,0,0,,
2011-06-23,0,0,,,0,0,,
2011-06-24,0,0,,,0,0,,
2011-06-25,0,0,,,0,0,,
2011-06-26,0,0,,,0,0,,
2011-06-27,0,0,,,0,0,,
2011-06-28,0,0,,,0,0,,
2011-06-29,35,1.840243103442706,547d7bb3503b0b266760bc0b,Fox Talkers Dream Up Latino Votes For GOP By Focusing On Obama Immigration Failures -- But Omit Where Republicans Really Stand,0,0,,
2011-06-30,0,0,,,0,0,,
2011-07-01,112,0.959162685343125,547d7c66503b0b266760bd28,750K UK Union Members Hit The Streets Over Pension Changes,0,0,,
2011-07-02,0,0,,,0,0,,
2011-07-03,0,0,,,0,0,,
2011-07-04,42,2.262212171044376,547d7c97503b0b266760bd73,"Redistricting, Up Close And Personal",0,0,,
2011-07-05,0,0,,,0,0,,
2011-07-06,0,0,,,0,0,,
2011-07-07,0,0,,,0,0,,
2011-07-08,0,0,,,0,0,,
2011-07-09,0,0,,,0,0,,
2011-07-10,0,0,,,0,0,,
2011-07-11,0,0,,,0,0,,
2011-07-12,0,0,,,0,0,,
2011-07-13,0,0,,,0,0,,
2011-07-14,0,0,,,0,0,,
2011-07-15,0,0,,,0,0,,
2011-07-16,0,0,,,0,0,,
2011-07-17,0,0,,,0,0,,
2011-07-18,0,0,,,0,0,,
2011-07-19,0,0,,,0,0,,
2011-07-20,0,0,,,0,0,,
2011-07-21,0,0,,,0,0,,
2011-07-22,244,1.1418325570523922,547d7c94503b0b266760bd6e,ALEC's Influence On Campaigns Exposed,0,0,,
2011-07-23,0,0,,,0,0,,
2011-07-24,0,0,,,0,0,,
2011-07-25,0,0,,,0,0,,
2011-07-26,0,0,,,0,0,,
2011-07-27,0,0,,,0,0,,
2011-07-28,0,0,,,0,0,,
2011-07-29,0,0,,,0,0,,
2011-07-30,0,0,,,0,0,,
2011-07-31,0,0,,,0,0,,
2011-08-01,0,0,,,0,0,,
2011-08-02,0,0,,,0,0,,
2011-08-03,0,0,,,0,0,,
2011-08-04,0,0,,,0,0,,
2011-08-05,0,0,,,0,0,,
2011-08-06,0,0,,,0,0,,
2011-08-07,0,0,,,0,0,,
2011-08-08,0,0,,,0,0,,
2011-08-09,113,2.201321627352619,547d7cb3503b0b266760bda0,Van Jones And Allies Launch Contract For The American Dream,0,0,,
2011-08-10,0,0,,,0,0,,
2011-08-11,0,0,,,0,0,,
2011-08-12,0,0,,,0,0,,
2011-08-13,0,0,,,0,0,,
2011-08-14,0,0,,,0,0,,
2011-08-15,0,0,,,0,0,,
2011-08-16,0,0,,,0,0,,
2011-08-17,0,0,,,0,0,,
2011-08-18,0,0,,,0,0,,
2011-08-19,0,0,,,0,0,,
2011-08-20,0,0,,,0,0,,
2011-08-21,0,0,,,0,0,,
2011-08-22,0,0,,,0,0,,
2011-08-23,0,0,,,0,0,,
2011-08-24,0,0,,,0,0,,
2011-08-25,0,0,,,0,0,,
2011-08-26,0,0,,,0,0,,
2011-08-27,0,0,,,0,0,,
2011-08-28,0,0,,,0,0,,
2011-08-29,0,0,,,0,0,,
2011-08-30,0,0,,,0,0,,
2011-08-31,0,0,,,0,0,,
2011-09-01,0,0,,,0,0,,
2011-09-02,0,0,,,0,0,,
2011-09-03,0,0,,,0,0,,
2011-09-04,0,0,,,0,0,,
2011-09-05,0,0,,,0,0,,
2011-09-06,0,0,,,0,0,,
2011-09-07,0,0,,,0,0,,
2011-09-08,0,0,,,0,0,,
2011-09-09,0,0,,,0,0,,
2011-09-10,0,0,,,0,0,,
2011-09-11,0,0,,,0,0,,
2011-09-12,0,0,,,0,0,,
2011-09-13,0,0,,,0,0,,
2011-09-14,0,0,,,0,0,,
2011-09-15,0,0,,,0,0,,
2011-09-16,0,0,,,0,0,,
2011-09-17,0,0,,,0,0,,
2011-09-18,167,1.2776769280908475,547d7c6e503b0b266760bd35,"Lindsey Graham Thinks Making Millionaires Pay More Taxes Is Class Warfare, But Let's Do It Anyway",0,0,,
2011-09-19,0,0,,,0,0,,
2011-09-20,0,0,,,0,0,,
2011-09-21,0,0,,,0,0,,
2011-09-22,0,0,,,0,0,,
2011-09-23,0,0,,,0,0,,
2011-09-24,0,0,,,0,0,,
2011-09-25,0,0,,,0,0,,
2011-09-26,0,0,,,0,0,,
2011-09-27,0,0,,,0,0,,
2011-09-28,0,0,,,0,0,,
2011-09-29,0,0,,,0,0,,
2011-09-30,0,0,,,0,0,,
2011-10-01,127,2.3967004328295847,547d7ca7503b0b266760bd8d,Gone Are All Those Rockefeller Republicans,0,0,,
2011-10-02,0,0,,,0,0,,
2011-10-03,0,0,,,0,0,,
2011-10-04,0,0,,,0,0,,
2011-10-05,0,0,,,0,0,,
2011-10-06,1021,2.25525165283001,547d7bb1503b0b266760bc08,Alabama Harvests The Bitter Fruit Of Its Harsh New Immigration Laws: Tomatoes Dying On The Vine,0,0,,
2011-10-07,0,0,,,0,0,,
2011-10-08,681,1.3509339286961124,547d7c1c503b0b266760bcb8,"In Alabama, It Goes Like This: No ID, No Water",0,0,,
2011-10-09,0,0,,,0,0,,
2011-10-10,0,0,,,0,0,,
2011-10-11,0,0,,,0,0,,
2011-10-12,0,0,,,0,0,,
2011-10-13,0,0,,,0,0,,
2011-10-14,0,0,,,0,0,,
2011-10-15,0,0,,,0,0,,
2011-10-16,0,0,,,0,0,,
2011-10-17,0,0,,,0,0,,
2011-10-18,43,0.9886604349971155,547d7c77503b0b266760bd43,"Mitt Romney- ""I'm Running For Office! I Can't Have Illegals!""",0,0,,
2011-10-19,0,0,,,0,0,,
2011-10-20,0,0,,,0,0,,
2011-10-21,0,0,,,0,0,,
2011-10-22,0,0,,,0,0,,
2011-10-23,0,0,,,0,0,,
2011-10-24,0,0,,,0,0,,
2011-10-25,0,0,,,0,0,,
2011-10-26,0,0,,,0,0,,
2011-10-27,0,0,,,0,0,,
2011-10-28,0,0,,,0,0,,
2011-10-29,0,0,,,0,0,,
2011-10-30,0,0,,,0,0,,
2011-10-31,0,0,,,0,0,,
2011-11-01,0,0,,,0,0,,
2011-11-02,0,0,,,0,0,,
2011-11-03,0,0,,,0,0,,
2011-11-04,0,0,,,0,0,,
2011-11-05,0,0,,,0,0,,
2011-11-06,0,0,,,0,0,,
2011-11-07,0,0,,,0,0,,
2011-11-08,0,0,,,0,0,,
2011-11-09,65,1.3133934922950588,547d7c9b503b0b266760bd7a,Virginia Voters Hand Statehouse Keys To Tea Party By Razor-Slim Margin,0,0,,
2011-11-10,0,0,,,0,0,,
2011-11-11,0,0,,,0,0,,
2011-11-12,0,0,,,0,0,,
2011-11-13,0,0,,,0,0,,
2011-11-14,0,0,,,0,0,,
2011-11-15,0,0,,,0,0,,
2011-11-16,167,1.0963440356677183,547d7c8a503b0b266760bd5e,Neil Cavuto Trots Betsy McCaughey Out To Spew More Lies About Health Care,0,0,,
2011-11-17,0,0,,,0,0,,
2011-11-18,0,0,,,0,0,,
2011-11-19,0,0,,,0,0,,
2011-11-20,0,0,,,0,0,,
2011-11-21,0,0,,,0,0,,
2011-11-22,0,0,,,0,0,,
2011-11-23,0,0,,,0,0,,
2011-11-24,20,1.4565897525609097,547d7bcd503b0b266760bc36,Newt Gingrich On Immigration: Rick Perry Lite?,0,0,,
2011-11-25,0,0,,,0,0,,
2011-11-26,0,0,,,0,0,,
2011-11-27,0,0,,,0,0,,
2011-11-28,0,0,,,0,0,,
2011-11-29,0,0,,,0,0,,
2011-11-30,25,1.0466194087120853,547d7c7c503b0b266760bd4a,Mitt Romney Gets Testy With Bret Baier,0,0,,
2011-12-01,0,0,,,0,0,,
2011-12-02,0,0,,,0,0,,
2011-12-03,0,0,,,0,0,,
2011-12-04,0,0,,,0,0,,
2011-12-05,0,0,,,0,0,,
2011-12-06,0,0,,,0,0,,
2011-12-07,52,1.9733515688829462,547d7c76503b0b266760bd42,Romney Lies About Obama 'Taking Over 100 Percent' Of Health Care,0,0,,
2011-12-08,0,0,,,0,0,,
2011-12-09,0,0,,,0,0,,
2011-12-10,0,0,,,0,0,,
2011-12-11,0,0,,,0,0,,
2011-12-12,0,0,,,0,0,,
2011-12-13,0,0,,,0,0,,
2011-12-14,0,0,,,0,0,,
2011-12-15,0,0,,,0,0,,
2011-12-16,0,0,,,0,0,,
2011-12-17,0,0,,,0,0,,
2011-12-18,0,0,,,0,0,,
2011-12-19,0,0,,,0,0,,
2011-12-20,0,0,,,0,0,,
2011-12-21,0,0,,,0,0,,
2011-12-22,0,0,,,0,0,,
2011-12-23,0,0,,,0,0,,
2011-12-24,0,0,,,0,0,,
2011-12-25,0,0,,,0,0,,
2011-12-26,0,0,,,0,0,,
2011-12-27,0,0,,,0,0,,
2011-12-28,0,0,,,0,0,,
2011-12-29,1599,1.631375236214656,547d7ca6503b0b266760bd8a,Ron Paul's Racism Isn't The Worst Thing About Him,0,0,,
2011-12-30,0,0,,,0,0,,
2011-12-31,0,0,,,0,0,,
2012-01-01,0,0,,,0,0,,
2012-01-02,0,0,,,0,0,,
2012-01-03,0,0,,,0,0,,
2012-01-04,72,2.9502725435616095,547d7c99503b0b266760bd77,Ron Paul: We're All Austrians?,0,0,,
2012-01-05,138,2.6714539543560942,547d7c65503b0b266760bd27,"Mitt Romney, A Profile In Cowardice",0,0,,
2012-01-06,0,0,,,0,0,,
2012-01-07,0,0,,,0,0,,
2012-01-08,0,0,,,0,0,,
2012-01-09,0,0,,,0,0,,
2012-01-10,0,0,,,0,0,,
2012-01-11,0,0,,,0,0,,
2012-01-12,0,0,,,0,0,,
2012-01-13,0,0,,,0,0,,
2012-01-14,0,0,,,0,0,,
2012-01-15,0,0,,,0,0,,
2012-01-16,0,0,,,0,0,,
2012-01-17,0,0,,,0,0,,
2012-01-18,0,0,,,0,0,,
2012-01-19,0,0,,,0,0,,
2012-01-20,0,0,,,0,0,,
2012-01-21,0,0,,,0,0,,
2012-01-22,0,0,,,0,0,,
2012-01-23,7624,2.3585846282520007,547d7c7f503b0b266760bd4e,GOP's Claim That House Passed 30 Jobs Bills? Bogus.,0,0,,
2012-01-24,0,0,,,0,0,,
2012-01-25,0,0,,,0,0,,
2012-01-26,0,0,,,0,0,,
2012-01-27,0,0,,,0,0,,
2012-01-28,0,0,,,0,0,,
2012-01-29,0,0,,,0,0,,
2012-01-30,0,0,,,0,0,,
2012-01-31,0,0,,,0,0,,
2012-02-01,0,0,,,0,0,,
2012-02-02,0,0,,,0,0,,
2012-02-03,0,0,,,0,0,,
2012-02-04,0,0,,,0,0,,
2012-02-05,0,0,,,0,0,,
2012-02-06,0,0,,,0,0,,
2012-02-07,0,0,,,0,0,,
2012-02-08,190,1.0725079858198,547d7bbb503b0b266760bc17,Michelle Rhee Adds Anti-Immigration State Alabama To Her Portfolio,0,0,,
2012-02-09,0,0,,,0,0,,
2012-02-10,0,0,,,0,0,,
2012-02-11,0,0,,,0,0,,
2012-02-12,0,0,,,0,0,,
2012-02-13,369,2.51411325937035,547d7c72503b0b266760bd3c,"Thomas Friedman Finally Gets It: The GOP Isn't Conservative, It's Radical",0,0,,
2012-02-14,0,0,,,0,0,,
2012-02-15,0,0,,,0,0,,
2012-02-16,0,0,,,0,0,,
2012-02-17,0,0,,,0,0,,
2012-02-18,0,0,,,0,0,,
2012-02-19,0,0,,,0,0,,
2012-02-20,0,0,,,0,0,,
2012-02-21,0,0,,,0,0,,
2012-02-22,0,0,,,0,0,,
2012-02-23,0,0,,,0,0,,
2012-02-24,0,0,,,0,0,,
2012-02-25,22,1.8506001767167533,547d7c95503b0b266760bd70,50-State Blog Round-up,0,0,,
2012-02-26,0,0,,,0,0,,
2012-02-27,0,0,,,0,0,,
2012-02-28,0,0,,,0,0,,
2012-02-29,0,0,,,0,0,,
2012-03-01,33,0.8196579579552141,547d7c73503b0b266760bd3d,New Selma To Montgomery March Fights For Justice For Working Families,0,0,,
2012-03-02,0,0,,,0,0,,
2012-03-03,0,0,,,0,0,,
2012-03-04,105,1.2835755469230072,547d7ca1503b0b266760bd83,Miss Manners For Republicans,0,0,,
2012-03-05,0,0,,,0,0,,
2012-03-06,0,0,,,0,0,,
2012-03-07,0,0,,,0,0,,
2012-03-08,0,0,,,0,0,,
2012-03-09,0,0,,,0,0,,
2012-03-10,0,0,,,0,0,,
2012-03-11,23,3.0550977013733416,547d7c96503b0b266760bd72,This Week: Is Newt Planning A Floor Fight For The Republican Nomination?,0,0,,
2012-03-12,0,0,,,0,0,,
2012-03-13,0,0,,,0,0,,
2012-03-14,23,1.0760122338247424,547d7c11503b0b266760bca7,Selma To Montgomery March Highlights Civil Rights And Labor Issues,0,0,,
2012-03-15,0,0,,,0,0,,
2012-03-16,0,0,,,0,0,,
2012-03-17,0,0,,,0,0,,
2012-03-18,0,0,,,0,0,,
2012-03-19,0,0,,,0,0,,
2012-03-20,0,0,,,0,0,,
2012-03-21,0,0,,,0,0,,
2012-03-22,0,0,,,0,0,,
2012-03-23,0,0,,,0,0,,
2012-03-24,0,0,,,0,0,,
2012-03-25,0,0,,,0,0,,
2012-03-26,985,1.98728229562819,547d7c63503b0b266760bd22,Health Care Is Worst Where Republicans Poll Best,0,0,,
2012-03-27,0,0,,,0,0,,
2012-03-28,0,0,,,0,0,,
2012-03-29,211,1.499349232191662,547d7c86503b0b266760bd58,Unarmed And Dangerous?,0,0,,
2012-03-30,0,0,,,0,0,,
2012-03-31,0,0,,,0,0,,
2012-04-01,0,0,,,0,0,,
2012-04-02,128,1.9875771990830446,547d7c6c503b0b266760bd32,"Medicare, Social Security Mandates Dwarf Affordable Care Act",0,0,,
2012-04-03,0,0,,,0,0,,
2012-04-04,0,0,,,0,0,,
2012-04-05,0,0,,,0,0,,
2012-04-06,0,0,,,0,0,,
2012-04-07,0,0,,,0,0,,
2012-04-08,0,0,,,0,0,,
2012-04-09,0,0,,,0,0,,
2012-04-10,0,0,,,0,0,,
2012-04-11,0,0,,,0,0,,
2012-04-12,0,0,,,0,0,,
2012-04-13,46,2.756900403470194,547d7c65503b0b266760bd26,The Supreme Court Is More Important Than Us,0,0,,
2012-04-14,0,0,,,0,0,,
2012-04-15,0,0,,,0,0,,
2012-04-16,0,0,,,0,0,,
2012-04-17,0,0,,,0,0,,
2012-04-18,0,0,,,0,0,,
2012-04-19,0,0,,,0,0,,
2012-04-20,0,0,,,0,0,,
2012-04-21,0,0,,,0,0,,
2012-04-22,0,0,,,0,0,,
2012-04-23,279,2.868111245438728,547d7ca3503b0b266760bd85,Social Security And Medicare: Behind The Numbers And The Spin,0,0,,
2012-04-24,53,0.9961946572204121,547d7b90503b0b266760bbcc,"Now That Mexican Border Is Secure, Will Republicans Stop Blocking Immigration Reform?",0,0,,
2012-04-25,0,0,,,0,0,,
2012-04-26,0,0,,,0,0,,
2012-04-27,0,0,,,0,0,,
2012-04-28,0,0,,,0,0,,
2012-04-29,0,0,,,0,0,,
2012-04-30,0,0,,,0,0,,
2012-05-01,0,0,,,0,0,,
2012-05-02,0,0,,,0,0,,
2012-05-03,0,0,,,0,0,,
2012-05-04,0,0,,,0,0,,
2012-05-05,0,0,,,0,0,,
2012-05-06,0,0,,,0,0,,
2012-05-07,58,1.0538138678327305,547d7c78503b0b266760bd46,"France, Greece Turn Out Austerity Leadership In Electoral Rout",0,0,,
2012-05-08,82,1.806432711504788,547d7cac503b0b266760bd94,The Life Of Mitt,0,0,,
2012-05-09,0,0,,,0,0,,
2012-05-10,0,0,,,0,0,,
2012-05-11,80,3.0135142391709264,547d7c47503b0b266760bcf9,Romney's Strategy? Call The Kettle Black,0,0,,
2012-05-12,0,0,,,0,0,,
2012-05-13,0,0,,,0,0,,
2012-05-14,0,0,,,0,0,,
2012-05-15,0,0,,,0,0,,
2012-05-16,0,0,,,0,0,,
2012-05-17,0,0,,,0,0,,
2012-05-18,0,0,,,0,0,,
2012-05-19,0,0,,,0,0,,
2012-05-20,0,0,,,0,0,,
2012-05-21,0,0,,,0,0,,
2012-05-22,0,0,,,0,0,,
2012-05-23,80,1.2009457017293976,547d7c7a503b0b266760bd47,Iowa's Republicans Have Lost Their Collective Minds,0,0,,
2012-05-24,0,0,,,0,0,,
2012-05-25,0,0,,,0,0,,
2012-05-26,0,0,,,0,0,,
2012-05-27,0,0,,,0,0,,
2012-05-28,0,0,,,0,0,,
2012-05-29,0,0,,,0,0,,
2012-05-30,0,0,,,0,0,,
2012-05-31,0,0,,,0,0,,
2012-06-01,0,0,,,0,0,,
2012-06-02,0,0,,,0,0,,
2012-06-03,0,0,,,0,0,,
2012-06-04,0,0,,,0,0,,
2012-06-05,0,0,,,0,0,,
2012-06-06,0,0,,,0,0,,
2012-06-07,0,0,,,0,0,,
2012-06-08,0,0,,,0,0,,
2012-06-09,0,0,,,0,0,,
2012-06-10,0,0,,,0,0,,
2012-06-11,0,0,,,0,0,,
2012-06-12,0,0,,,0,0,,
2012-06-13,0,0,,,0,0,,
2012-06-14,0,0,,,0,0,,
2012-06-15,26,1.0627971327358698,547d7c15503b0b266760bcac,Obama Announces He Won't Prosecute DREAM Kids; Cue The Right-Wing Freakout,0,0,,
2012-06-16,230,0.972712847041737,547d7c69503b0b266760bd2d,ALEC Launches Website Defending Their Extremism,0,0,,
2012-06-17,75,2.435965627000919,547d7c39503b0b266760bce3,This Week: David Plouffe Explains Why Obama Isn't A Dictator. Wingnuts Refuse To Believe Him.,0,0,,
2012-06-18,0,0,,,0,0,,
2012-06-19,0,0,,,0,0,,
2012-06-20,0,0,,,0,0,,
2012-06-21,0,0,,,0,0,,
2012-06-22,0,0,,,0,0,,
2012-06-23,0,0,,,0,0,,
2012-06-24,0,0,,,0,0,,
2012-06-25,29,1.1425101807394806,547d7c10503b0b266760bca5,"SCOTUS Strikes Most Of AB 1070, Montana Challenge To Citizens United",0,0,,
2012-06-26,0,0,,,0,0,,
2012-06-27,0,0,,,0,0,,
2012-06-28,0,0,,,0,0,,
2012-06-29,0,0,,,0,0,,
2012-06-30,0,0,,,0,0,,
2012-07-01,0,0,,,0,0,,
2012-07-02,0,0,,,0,0,,
2012-07-03,0,0,,,0,0,,
2012-07-04,0,0,,,0,0,,
2012-07-05,0,0,,,0,0,,
2012-07-06,0,0,,,0,0,,
2012-07-07,0,0,,,0,0,,
2012-07-08,0,0,,,0,0,,
2012-07-09,0,0,,,0,0,,
2012-07-10,0,0,,,0,0,,
